240	83	0.52	1.51	0.90	5.88	-3.61	7.18	-0.9218	0.0145	-0.3229	-0.2141	92946.00
241	83	0.15	2.23	-0.29	6.63	-3.80	6.55	-0.9056	0.0430	-0.3373	-0.2534	92946.00
242	84	0.52	1.38	0.12	6.43	-2.79	6.16	-0.8990	0.0901	-0.3245	-0.2799	92946.00
243	83	0.40	1.60	-0.18	7.02	-2.31	6.24	-0.8905	0.1390	-0.3289	-0.2819	92944.75
244	84	0.92	0.99	0.35	6.63	0.24	6.16	-0.8789	0.2405	-0.3145	-0.2660	92944.75
245	82	0.32	0.20	-0.40	7.02	3.26	4.86	-0.8500	0.3627	-0.2933	-0.2446	92944.75
246	83	0.72	-0.55	1.45	6.20	5.77	5.22	-0.8308	0.4394	-0.2625	-0.2184	92944.00
247	83	0.96	-1.20	1.13	5.65	7.61	4.12	-0.8178	0.4843	-0.2559	-0.1766	92944.00
248	83	0.66	-2.15	-0.34	5.88	8.63	2.71	-0.8082	0.4907	-0.3029	-0.1200	92944.00
249	83	0.66	-2.30	-0.54	6.32	9.10	2.47	-0.8162	0.4574	-0.3466	-0.0666	92945.50
250	84	0.89	-1.63	-0.86	5.96	7.85	3.37	-0.8611	0.3542	-0.3645	0.0093	92945.50
251	83	1.42	-0.64	-0.48	4.94	5.37	5.02	-0.9105	0.2279	-0.3281	0.1073	92945.50
252	83	0.19	-0.33	0.01	5.30	3.61	6.47	-0.9274	0.1527	-0.2965	0.1691	92940.25
253	81	1.55	-0.27	-0.49	4.00	2.90	6.94	-0.9343	0.0941	-0.2817	0.1971	92940.25
254	83	0.65	-0.15	-0.37	4.51	1.80	7.18	-0.9330	0.0667	-0.2693	0.2294	92940.25
255	83	0.24	0.45	0.38	4.79	1.22	7.61	-0.9297	0.0659	-0.2615	0.2505	92942.75
256	81	-0.28	-0.29	0.53	5.22	1.69	8.20	-0.9290	0.0618	-0.2515	0.2645	92942.75
257	83	0.35	-0.41	-0.90	4.31	1.61	7.49	-0.9382	0.0488	-0.2170	0.2654	92942.75
258	83	0.28	-0.85	0.29	3.10	1.41	8.47	-0.9506	0.0375	-0.1617	0.2623	92942.50
259	81	0.74	0.08	0.84	2.31	0.75	9.30	-0.9608	0.0428	-0.1227	0.2449	92942.50
260	82	0.33	-0.25	0.72	1.92	0.55	9.18	-0.9628	0.0559	-0.1069	0.2415	92942.50
261	81	-0.57	-0.39	-1.07	2.63	1.41	8.20	-0.9623	0.0753	-0.1132	0.2354	92941.25
262	85	-0.04	-0.07	-0.71	1.77	1.41	7.77	-0.9653	0.0936	-0.0701	0.2335	92941.25
263	83	-0.26	1.15	-0.92	0.86	0.47	7.96	-0.9642	0.1036	-0.0345	0.2418	92941.25
264	83	0.28	0.56	-0.65	-0.31	-0.27	8.20	-0.9570	0.0700	0.0080	0.2816	92938.25
265	83	0.13	2.25	-0.59	-0.31	-2.04	9.06	-0.9527	0.0374	0.0178	0.3010	92938.25
266	82	0.07	1.51	-0.59	-0.67	-1.77	8.55	-0.9532	0.0327	0.0278	0.2991	92938.25
267	83	-0.35	1.29	-0.12	-0.12	-1.61	8.90	-0.9513	0.0428	0.0369	0.3030	92936.25
268	85	0.70	3.44	0.15	-2.35	-1.06	16.20	-0.9418	0.1364	0.0093	0.3069	92936.25
269	83	-1.14	-0.27	-0.20	0.90	3.26	8.43	-0.9225	0.1736	-0.0765	0.3360	92936.25
270	83	-0.88	2.09	2.13	0.78	0.47	10.16	-0.9323	0.0842	-0.0474	0.3484	92938.50
271	83	0.61	0.56	0.04	0.27	0.16	9.02	-0.9268	0.0725	-0.0448	0.3657	92938.50
272	81	-0.18	-0.06	-0.65	0.75	0.75	8.32	-0.9244	0.0671	-0.0433	0.3730	92938.50
273	83	1.70	-0.92	0.35	0.24	-0.55	9.41	-0.9252	0.0261	-0.0260	0.3777	92938.25
274	83	0.15	-1.06	-1.16	0.35	0.08	8.51	-0.9255	0.0277	-0.0274	0.3766	92938.25
275	83	-0.80	0.24	1.93	0.67	-1.33	9.77	-0.9259	0.0102	-0.0215	0.3771	92938.25
276	83	0.05	0.44	0.10	0.43	-0.94	8.90	-0.9259	0.0086	-0.0204	0.3771	92938.00
277	82	0.18	0.34	0.00	0.55	-0.86	8.90	-0.9258	0.0078	-0.0195	0.3774	92938.00
278	83	0.16	0.25	0.04	0.47	-0.90	8.83	-0.9257	0.0070	-0.0182	0.3776	92938.00
279	81	0.14	0.29	-0.06	0.47	-0.94	8.90	-0.9255	0.0062	-0.0173	0.3784	92938.75
280	83	0.14	0.19	0.02	0.51	-0.82	8.90	-0.9258	0.0057	-0.0165	0.3777	92938.75
281	82	0.15	0.22	0.00	0.43	-0.86	8.87	-0.9258	0.0052	-0.0158	0.3776	92938.75
282	81	0.13	0.17	-0.07	0.51	-0.90	8.87	-0.9260	0.0048	-0.0153	0.3773	92942.00
283	83	0.10	0.18	0.03	0.55	-0.86	8.94	-0.9259	0.0044	-0.0147	0.3774	92942.00
284	82	0.13	0.17	-0.04	0.51	-0.90	8.87	-0.9258	0.0041	-0.0143	0.3776	92942.00
285	83	0.08	0.19	-0.06	0.47	-0.90	8.87	-0.9271	0.0038	-0.0139	0.3745	92937.25
286	83	0.11	0.14	0.03	0.55	-0.82	8.90	-0.9274	0.0035	-0.0135	0.3737	92937.25
287	81	0.10	0.15	-0.02	0.47	-0.90	8.83	-0.9275	0.0034	-0.0132	0.3736	92937.25
288	83	0.04	0.13	0.03	0.55	-0.90	8.87	-0.9274	0.0031	-0.0129	0.3738	92939.75
289	82	0.10	0.15	0.01	0.51	-0.82	8.90	-0.9275	0.0029	-0.0126	0.3737	92939.75
290	83	0.03	0.11	-0.06	0.51	-0.86	8.87	-0.9274	0.0028	-0.0124	0.3738	92939.75
291	82	0.09	0.10	0.00	0.43	-0.86	8.87	-0.9274	0.0026	-0.0122	0.3738	92939.75
292	83	0.09	0.13	0.00	0.55	-0.82	8.90	-0.9276	0.0024	-0.0120	0.3735	92939.75
293	81	0.05	0.10	-0.07	0.51	-0.86	8.87	-0.9285	0.0023	-0.0118	0.3712	92939.75
